mcc,merch_name,dispute_counts,all_transaction_counts
6011,11635 N. MAIN ST.,2,15
6011,7ELEVEN-FCTI2925 CORRINE,1,3
6011,7ELEVEN-FCTI95 S TRANSIT,1,14
6011,Ali Properties LLC25017 R,1,6
6011,BOWEN BEER A-K1577541100,1,1
6011,BX99425675 NORTH FRONT ST,1,2
6011,CHASE12731 MAIN ST,1,42
6011,CHASE3695 CASCADE RD SW,2,8
6011,CHEVRON     -K9440599097,1,3
6011,Cardtronics CCS1202 N WAS,1,33
6011,Cardtronics CCS1807  E SI,1,21
6011,Cardtronics CCSB1690 S,3,5
6011,Cardtronics CCSE126 BRO S,1,41
6011,Dogwood Express Market  2,7,21
6011,EXPRESS GROC-K444773912 P,1,8
6011,FE02 Valpo Calumet2306 CA,2,11
6011,FOOTHILL MAR-K5054411906,1,7
6011,Kwik Fill 43346 W MORRIS,1,5
6011,Loves TS 471221548 FM 471,1,7
6011,One Stop Hartford949 Alba,1,7
6011,PAI ISO1 WEST MAIN ST,1,15
6011,PAI ISO163 NW 14TH ST,1,21
6011,PAI ISO2520 STIRLING RD,1,2
6011,PAI ISO939 N CAROLINA AVE,2,2
6011,PARA LIQUOR -K5223545660,1,12
6011,PNC BANK8105 HAMPTON BLVD,1,55
6011,PUBLIX SUPER MAR2895 N MI,1,10
6011,PUBLIX SUPER MAR8842 W SR,1,3
6011,STAY FRESH DELI GROCERY C,1,3
6011,STOP N GO   -3424113200 H,2,8
6011,TCF JEWEL 75TH7530 SOUTH,1,17
6011,TD BANK835 WOLCOTT ST,1,5
6011,WALGREENS #058771902 W FR,3,13
6011,Walmart Supercenter 42601,1,5
6011,Wells Fargo Ban6155 BUFOR,1,11
6012,NFCU MEMBERSHIP FEE,1,155
6051,Dave Inc,11,1526
6540,CS Grubhub Gift Card,3,12
7011,SNAPTRAVEL  DAYSINNBY,2,76
7012,PAYPAL *ADIGUNA ADIGUNA,1,2
7299,PEOPLEWIZARD.NET,1,19
7372,MYSHOWING.COM,1,4
7513,U-HAUL CTR EL CAJON,1,5
7513,U-HAULIN A PINCH RENT IT,1,2
7538,MIDAS AUTO SYSTEMS EXPERT,1,29
7922,VIVID SEATS NBA YOUNG,1,1
7994,LUCKYLAND,42,507
7994,funzpoints-5m2ai1jjx,1,1
7994,funzpoints-5m7fs1wnm,1,1
7994,funzpoints-5mg61yrr6,1,1
7994,funzpoints-5mh0373ri,1,1
8299,BTP*CBSN,10,417
8999,EMPIRE ACADEMY,1,1
8999,PAYPAL *JCLARKNGR,1,2
8999,TOPHATT107941404,1,1
9399,NC COURT PAYMENTS,2,322
0000,DD:GRANITE STATE-WEB PMNT,1,10
0000,DD:WWW.GALOTTERY-ECHECK,1,2
0000,EFT:11960299,1,1
0000,EFT:12032570,1,2
0000,EFT:12064071,1,1
2741,VISTAPR*VistaPrint.com,1,668
3001,AMERICAN AIR0010285799734,1,1
3515,RODEWAY INN,6,354
3614,AMERICINN LODGE AND SUITE,1,1
3715,FAIRFIELD INN & STES F,1,1
4112,AMTRAK TELEP0800827546725,1,1
4121,LYFT   *RIDE MON 12PM,19,1796
4121,LYFT   *RIDE MON 4PM,19,2126
4121,LYFT   *RIDE THU 5PM,18,1951
4722,PRICELN*AMERICAS BEST,2,95
4814,GTL*TELMATE INMATE SRV,64,9497
4829,CASH APP*BRITTENY*A,1,1
4829,CASH APP*DENISE TER,2,2
4829,CASH APP*KISA,1,1
4829,CASH APP*MEGAN*ADD,1,23
4829,FBPAY  Kyle David Coll,1,3
4829,PAYPAL *MARKEGIANNI,1,2
4829,PAYPAL *MIRIAMWDS,1,1
4899,HLU*Hulu 1691047125846-U,1,1
5094,PAYPAL *SHEEMA EBAY SH,1,1
5099,TACFLARE,2,6
5300,SAMS CLUB #6412SAM'S Club,1,13
5310,DOLLAR GENERAL #1539 YOSE,1,36
5310,DOLLAR GENERAL #68 MAIN S,1,9
5310,DOLLAR-GENERAL # 501 N RI,1,8
5310,WAL-MART #3548Wal-Mart St,2,146
5310,WAL-MART #52761555 NORTH,2,18
5311,EBAY O*27-04649-85056,1,1
5311,GEEK   ORDER.WISH.COM,10,2016
5311,aliexpress,47,4915
5331,DOLLAR GENERAL #12690,1,1
5331,DOLLAR TREE5235 W INDIAN,1,19
5331,FALLAS 128,1,15
5331,FAMILY DOLLAR #3770,1,3
5331,PAYPAL *TALIBAN,1,2
5399,HAOMAEARTH.COM,4,5
5399,PAYPAL *VERTETE LLC EBAY,1,4
5399,SHAMROCK PIT STOP,1,12
5411,ALBERTSONS #0135,1,26
5411,CARLIE C'S #780,2,13
5411,ECOWEST FOOD MARKET,1,6
5411,KROGER #3591650 BRYAN STA,1,134
5411,KROGER #4564400 BROWNSVIL,1,55
5411,PUBLIX SUPER MAR 20711 S,4,32
5411,ROUSE S #60,1,15
5411,SALAM MEDINA SUPERMARKE,1,8
5411,TARGET T-0265 4001 S Mary,3,122
5411,WAL Wal-Mart Super 352951,1,5
5411,WAL Wal-Mart Super 411280,1,2
5411,WAL Wal-Mart Super 411585,1,3
5411,WAL Wal-Mart Super 421170,1,2
5411,WAL Wal-Mart Super 440597,1,2
5411,WAL Wal-Mart Super 710903,1,4
5411,WAL-MART #36107100 RAGGAR,1,99
5411,WAL-MART #38763285 HENRY,1,143
5411,WAL-MART #52823800 DEWEY,3,121
5462,VEGAS BAKERY,1,7
5499,NNT BLISS LIQUOR   261713,1,1
5499,NNT TIENDA MEXICANA131506,1,1
5499,RICHDALE CONVENIENCE STOR,2,89
5499,SQ *FRECKLE'S JUICE,1,1
5533,AUTOZONE  1594 2849 E  LE,1,8
5541,7-ELEVEN1133 US ALT HWY 1,1,56
5541,AVALON QUICK MAR,1,10
5541,BP#1896497SEYMO,1,7
5541,BP#9255910VNDKE FIRST ST,6,16
5541,BP#9536756HARVARD AVE,2,62
5541,BP#9732116STONY ISLQPS,1,3
5541,CHEVRON 0201836,3,14
5541,CHEVRON 0374622,1,3
5541,CHEVRON/CHARLIE HUNSAKE,1,15
5541,CHEVRON/HALLMARK PETROL60,5,166
5541,CIRCLE K 08652,1,42
5541,DOWNTOWN MARATHO,1,53
5541,JERRY'S,1,11
5541,KANGAROO OIL & MARKET960,2,9
5541,MAPCO 7525 404 S BROADWAY,1,18
5541,MITTAL 5402,2,56
5541,MPI 27,1,35
5541,MT KONOCTI GAS AND MAR,1,17
5541,NNT PINEMONT GROCER072944,1,1
5541,OMO PJ EXPRESS MART562246,1,1
5541,SUNOCO 0326330800260 E. O,3,21
5542,ARCO #42271,1,26
5542,JRS ECONOMART,1,3
5542,KWIK SHOP #0752,1,4
5542,RACETRAC 2514,1,13
5542,SHELL OIL 57444673602,1,1
5621,VICTORIA'S SECRET 0793,1,14
5621,VICTORIA'S SECRET 1085,1,9
5631,Tory Burch  T10005533,1,1
5651,ROSES STORE #554,1,23
5655,REEBOK STORE 282,1,1
5661,WSS WEBSITE 2,3,166
5698,PAYPAL *WAVIDAZIESS WAVID,1,1
5732,PAYPAL *HTIMAGINGIN EBAY,1,3
5734,GOOGLE *Arbel Solution,1,1
5734,GOOGLE *Lokka,46,277
5734,GOOGLE *Oh BiBi,31,70
5734,GOOGLE *kefirgames,22,726
5735,BANDCAMP KUBRICK,1,1
5812,352 EL CLUB VALLE REST,1,2
5812,CHURCHES 760,1,22
5812,HOT WOK,1,56
5812,TIJUANA FLATS BURRITO CO,1,80
5812,YOGIS GRILL CAMELBACK,1,3
5814,1276 Dominos Pizza,2,5
5814,4065 Dominos Pizza,1,1
5814,6897 Dominos Pizza,1,19
5814,CHICK-FIL-A #02673,1,6
5814,CHIPOTLE 2316,1,3
5814,JACK IN THE BOX 5330,4,26
5814,MCDONALD'S F12390,1,24
5814,MCDONALD'S F1629,1,103
5814,MCDONALD'S F17773,1,13
5814,MCDONALD'S F18099,1,56
5814,MCDONALD'S F23299,1,53
5814,MCDONALD'S F23310,1,75
5814,MCDONALD'S F33127,1,2
5814,MCDONALD'S F6961,1,5
5814,MCDONALD'S F932,1,12
5814,MCDONALD'S M5547 OF CA,2,13
5814,PANDA EXPRESS 1006,1,9
5814,PAPA JOHN'S #0319,1,6
5814,RALLY'S 8149,1,58
5814,SMITHS WACO MARKET,1,56
5814,SONIC DRIVE IN #4813,1,37
5814,TACO BELL 015653,1,24
5814,WENDYS 07,1,39
5816,GOOGLE* PNIX GAMES,2,12
5816,GOOGLE*DIGITAL GOODS,4,11
5816,GOOGLE*LLC SWAG MASHA,1,68
5818,AMZN Digital*BA1SU36R3,1,1
5818,Prime Video*YS21S4DJ3,1,1
5912,CVS/PHARMACY #07 07612--2,1,11
5912,WALGREENS STORE 1585 RAND,1,16
5921,OMO FELIX`S DELI   931316,1,1
5921,SAMS PACKING STORE,1,9
5942,AMZN Mktp US*638WB3FW3,1,1
5942,AMZN Mktp US*6874B03J3,1,1
5942,AMZN Mktp US*MI0964CK3,1,1
5942,AMZN Mktp US*SK1KX87V3,1,1
5942,AMZN Mktp US*UG2HF6SK3,1,1
5942,AMZN Mktp US*ZU0SG52W3,1,1
5944,TRADING PASSION LTD,5,543
5967,BERNET53.COM,5,38
5968,CHECKPEOPLE.COM,2,154
5968,FIRSTMED,2,17
5977,SALLY BEAUTY #0277,1,5
5993,LUXOR HOOKAH LOUNGE,1,1
5999,PAYPAL *WHITNEYSEWE EBAY,1,1
5999,WACO MARATHON FOOD MAR,1,1
6011,1st National B2000 Midlan,1,25
6011,40 CALIFORNI-297051235 CA,1,10
6011,7ELEVEN-FCTI2292 FIRESTON,1,31
6011,BANK OF AMERICA*COVINA OP,1,17
6011,BEST DOLLAR -3781298160 O,2,2
6011,CHEYENNE SMO-3107771366 W,1,2
6011,Cardtronics C2S7430 TERRY,1,30
6011,Cardtronics CCS15919 S LI,1,5
6011,Commercial Ban1771 W Main,1,8
6011,EZ GO #342808 52ND,1,21
6011,FAMILY DOLLA-261323736 WI,1,13
6011,FREEWAY CIRC-R0195691330,1,5
6011,FRIENDLY MAR-K70091111435,1,7
6011,FUEL CITY   -X0265D12175,1,10
6011,HUFFMAN FOOD-42361411105,1,2
6011,Kangaroo Brownsboro Rd400,1,3
6011,MNB IN ARKANSASONE MONEY,1,18
6011,P3741703229 N MCARTHUR BL,1,2
6011,PAI ISO123 W. SUFFOLK AVE,1,1
6011,PAI ISO25825 WEST MAIN ST,2,2
6011,PAI ISO835 EDGEWOOD AVE S,1,7
6011,PNC BANK303 BRUNSWICK CIR,1,180
6011,Quyyum Marathon26790 SW 1,2,15
6011,RED SEA PETROLEUM INC101,1,10
6011,Royal Farms 1626901 GOVER,1,19
6011,SATURN CONVE-K2756555013,1,1
6011,SIMMONS BANK924 BROADWAY/,1,28
6011,USAACATM19185  N  WINTON,1,23
6011,ZIP TRIP #61-4133991111 1,1,3
6540,CS UberGiftCard,5,455
6540,goHenry Inc,1,100
7011,BUDGET INN,3,230
7230,GALAXY NAILS,1,8
7273,FFNHELP.COM MATCH,1,5
7273,SUGPDG.COM,2,12
7273,feelvb.com,2,22
7273,unofhe.com,1,18
7298,EXALTED BEAUTY,1,1
7311,FACEBK 4GZJ8SSYN2,1,2
7513,BUDGET1808232035281,2,2
7994,FUNZPOINTS-5MLR5PITV,1,1
7994,TheCoinForge,1,6
7994,funzpoints-5m5hg6od2,1,1
7994,funzpoints-5mbk186d2,1,1
7994,funzpoints-5mc40e6e7,1,1
7994,funzpoints-5mce1zrzz,1,1
7994,funzpoints-5mfvns1td,1,1
7994,funzpoints-5mg6wcoc4,1,1
8999,LEGALCONTRACTS.COM,1,9
8999,PAYPAL *SAVANNAADKI,1,1
8999,RENT2OWNUSA.COM,9,160
0000,EFT:11999812,1,2
0000,EFT:12347274,1,2
0000,EFT:12347628,1,1
0000,EFT:12652797,1,1
3665,HAMPTON INN PHILADELPHIA,1,7
3700,6033 - STUDIO 6,1,5
4131,GREYHOUND #4146,2,73
4131,GREYHOUND F/S #6364,1,11
4511,AGENT FEE   8900797109461,1,1
4722,EXPEDIA 71008533864036,1,1
4722,HOTELSCOM9195672143297,1,1
4722,PRICELN*NATIONAL CAR R,2,2
4814,AT&T CLRY 79494,1,2
4814,VERIZON WRL MY ACCT VE,2,1742
4829,CASH APP*AROOLA,1,1
4829,CASH APP*MELISSA RI,1,8
4829,CASH APP*TYHEIM CAR,1,1
4829,FB *Karen Miller,1,2
4829,PAYPAL *OROSZALDANA,1,1
4900,LG&E-UTILITY-PAYMENT,1,268
5099,TBMBM,1,184
5199,MADINA INDUSTRIAL CORP,1,9
5310,TARGET T-1919 3000 E High,1,53
5310,WAL-MART #15761555 US HIG,1,40
5331,DOLLAR GENERAL #14644,1,3
5331,FAMILY DOLLAR #0775152 MC,1,90
5331,FAMILY DOLLAR #116801990,1,18
5331,FAMILY DOLLAR #7429,2,10
5331,NNT RAYAN GROCERY I272986,1,1
5399,FRESHSLEEP360.COM,2,10
5399,TINYCIRCUITS.COM,1,1
5411,99 CENTS ONLY STORES #345,1,12
5411,OMO LA CHICANAMARKE260422,1,1
5411,PUBLIX #764,1,6
5411,SAFEWAY #0954,1,81
5411,SAFEWAY #0989,1,77
5411,SOUTH CENTRAL OF MIAMI,1,3
5411,WAL-MART #33573925 E GRAN,1,78
5411,WAL-MART #36116520 EARNES,2,65
5411,WAL-MART #41122205 E RUBE,1,63
5411,WM SUPERCENTER #1549,1,12
5411,WM SUPERCENTER #2434,2,7
5411,WM SUPERCENTER #3371,1,7
5499,GREENLINE FOOD MART IN,1,9
5499,HIBBARD MARKETPL8935 E JE,1,33
5499,KINGS MARKET,1,62
5499,NNT BIG D FOOD STOR460775,1,1
5499,OMO MCKINLEY MARKET181310,1,1
5533,AUTOZONE  2572119 WEST 15,1,6
5533,O'REILLY AUTO PARTS 1311,1,6
5533,PAYPAL *EGOSPEEDINC EB,1,10
5541,7-ELEVEN 36628,1,4
5541,7-ELEVEN1639 ALUM ROCK AV,1,22
5541,7-ELEVEN2701 W. MERCURY B,1,28
5541,7-ELEVEN3601 ELKHORN BLVD,1,27
5541,7-ELEVEN40820 FREMONT BLV,1,14
5541,ARCO #42012,1,9
5541,CASEYS GEN STORE 0032,1,4
5541,CASEYS GEN STORE 105 W PO,1,10
5541,"CHEVRON/RONGPUR, INC.",1,11
5541,CIRCLE K 00321,1,5
5541,CIRCLE K 03397 537 S W,1,3
5541,DISCOUNT FOOD MART50341 A,1,9
5541,ERNIES MINI MART,1,41
5541,HARDY'S # 48,1,1
5541,LOVE S COUNTRY00002113,1,38
5541,LOVE S TRAVEL 00006064,1,25
5541,MURPHY6540ATWALMART,1,36
5541,NWS STANLEYS ICE ST280927,1,1
5541,PAPA KEITH'S #10,1,3
5541,PHILLIPS CONOCO AT 67TH50,2,25
5541,Q MART III,1,48
5541,SHELL OIL 51265380025,2,6
5541,SHELL OIL 57546227000,2,2
5541,SHELL SERVICE STATION3285,1,31
5541,SPEEDWAY  2900 S 4TH A,1,4
5541,SPEEDWAY 07048 1 1501 ROD,3,21
5541,SUNOCO 02438679001621 DAW,1,20
5541,SUNOCO 0974855901,1,14
5541,WOODLAND SUPERMARKET I,1,11
5542,CORNER STORE 1395,1,18
5542,EXXONMOBIL    97677652,1,1
5621,3525 FOREVER 21,1,11
5621,ZARA USA 11855,1,12
5651,MARSHALLS #822NORTHPOINT,1,5
5651,NNT ROCK STAR FASHI171925,1,1
5651,WILLIAMSON-DICKIE,2,153
5661,PAYPAL *FFOFFICIAL EBAY F,1,2
5661,PUMA CLARKSBURG PREMIUM,1,2
5691,BRAZILIAN LIFT LEGGING,1,3
5734,CVHH-MHDZ * CURRENT,1,1
5734,GOOGLE *Peak,48,2636
5734,GOOGLE *Smule Inc,1,3
5734,PAYPAL *BFULTONJGFU BF,1,20
5734,PAYPAL *CLONADU,1,2
5734,SP * OMACUSA,1,4
5812,AMERICAN DELI CAMPBELL,1,10
5812,CRACKER BARREL #184 NEWPO,1,9
5812,CRACKER BARREL #197 MESQU,1,3
5812,DOORDASH DASHPASS,36,2343
5812,DOORDASH*GOD BLESS DEL,1,1
5812,DOORDASH*IHOP,22,1842
5812,DOORDASH*SUBWAY,13,1821
5812,EMPANADAVILLE,1,2
5812,LEVELUPKFC193643005,1,1
5812,TST* HUMAN BEAN - GREELEY,1,35
5814,4673 Dominos Pizza,1,2
5814,BURGER KING #1669  Q07,1,43
5814,BURGER KING #6642,1,23
5814,CMSVEND*CV DENVER,1,229
5814,FINGER LAKES RACING,1,9
5814,HOT HEAD BURRITOS - KE,1,17
5814,JACK IN THE BOX 1116,2,26
5814,MCDONALD'S F28112,1,39
5814,MCDONALD'S F34057,2,69
5814,MCDONALDS  F30483,1,8
5814,PP*DUTCH BROS 287,1,38
5814,SONIC DRIVE IN #5054,1,12
5814,VENDWATCH TELEMATICS,3,200
5814,WENDY'S ROSEVILLE,1,9
5816,1-310-8071306_topfarm,1,30
5816,1-805-2042911_ultcrew,1,30
5816,FACEBK *5ZKQZRW7Q2,1,1
5816,GOOGLE* Moon Active,12,715
5816,GOOGLE*IMPROVER,1,2
5817,GOOGLE *Nova Games,1,1
5817,PAYPAL *MOONMANSHOP SHOPP,1,1
5818,Prime Video*AL4ZT4BP3,1,1
5818,Prime Video*CV57J50D3,1,1
5912,SHENANDOAH PHA08250532,1,1
5912,WALGREENS STORE 1625 S WE,1,21
5921,(GOPUFF) GB LICENSE CO,1,16
5921,OMO LANDOVER LIQUOR882633,1,1
5921,OMO SEQUOIA MINI MA480643,1,1
5921,OMO XPRESS LIQUOR &982877,1,1
5921,REYNOLDS LIQUOR,1,31
5921,WB LIQUORS-603315 SHERWOO,1,9
5942,AMZN MKTP US*OM04H20S3 AM,1,1
5942,AMZN Mktp US*5Z4V01253,1,1
5942,AMZN Mktp US*JE2V74823,1,1
5942,AMZN Mktp US*TJ8P08UO3,1,1
5942,AMZN Mktp US*VZ1LY2FU3,1,1
5942,AMZN Mktp US*ZL3JR1IC3,1,1
5967,CLIENTSUM.COM,1,1
5967,ENKU3.COM,4,78
5967,MUC-FTF.COM,13,128
5967,ROCTK.COM,1,44
5968,Amazon Prime*TA2242323,1,1
5968,Audible*Y44G88X53,1,1
5968,CONSUMERREPORTS.ORG,1,11
5968,GOOGLE*SOCIABILITY,2,4
5968,HEALTHBODYPRESTIGEGARC,1,3
5977,NNT COCO 5 BEAUTY S831256,1,1
5995,PET SUPERMARKET #110,1,7
6011,5/3 BK RACE TRC5305 SE AB,1,7
6011,7ELEVEN-FCTI2551 MEACHAM,2,16
6011,A STREET CHE-K7149742413,3,6
6011,BANK OF AMERICA*NORTH COU,2,43
6011,Cardtronics C2S.101 N WAT,1,8
6011,Cardtronics C2S48055 GRAP,4,6
6011,Cardtronics CCS1809 N CUN,1,11
6011,Cardtronics CCS527 E STAT,2,15
6011,Cardtronics CCSP15521 W S,1,66
6011,Cardtronics CCSP1661 W FL,1,35
6011,EFT187 White Gravel Rd,1,11
6011,FUEL DEPOT #-LI00711700 W,1,8
6011,Hamza Properties LLC3537,1,5
6011,JEWEL OSCO C-K65142861ST,1,17
6011,KWIK STOP-AS-K5767092200,1,4
6011,LK6041521125 SPEIGHT AVE,1,1
6011,MOUNTAINEER -2788471420 M,1,1
6011,P4147301912 NE 28TH ST,2,3
6011,PAI ISO2754 E. PINETREE B,1,9
6011,PAI ISO3501 OLD WINTER GA,1,11
6011,PAI ISO3605 US HWY 52,1,14
6011,PAI ISO502 W.BROAD ST.,1,6
6011,STAR KUTZ1846 JOHN F KENN,1,3
6011,Star Submarine7900 S Exch,1,7
6011,U.S. BANKUS BANK GRAVOIS,1,37
6011,WALGREENS #1-000120 JEFFE,1,4
6011,Wells Fargo Ban1580 GRAND,1,14
6011,Wells Fargo Ban301 S ORLA,2,3
6011,Windsor CitgoCt595 WINDSO,1,6
6051,GarfieldD GarfieldDanR,1,3
7011,AIRBNB  HMY35C4EXD,1,1
7011,BUDGET HOST,1,3
7011,COCO KEY HOTEL AND WATER,2,12
7011,HOWARD JOHNSON INN,1,21
7011,RESERVATIONCOUNTER.COM,1,2
7211,CSC SERVICEWORKS KIOSK/MO,3,416
7230,TOP NAILS,1,157
7273,G2ROM.COM,3,53
7273,WWW.DSCTDTYDT.COM,1,3
7273,dwiplr.com,2,28
7299,SQ *BINGHAM TAX SEVICE,2,4
7299,SQ *EDITH NWANKWO,1,1
7394,RENT-A-CENTER #3604,1,1
7399,RENTLY.COM,7,304
7513,U-HAUL UHC CENTRAL MICHIG,1,1
7800,OH LOT 2841212 CVS #04800,1,3
7994,funzpoints-5m2o2f5la,1,1
7994,funzpoints-5m5u0g2wq,1,1
7994,funzpoints-5m647toeu,1,1
7994,funzpoints-5m7g9aclq,1,1
7994,funzpoints-5mb2e0z6o,1,1
7994,funzpoints-5ml26pwev,1,1
8999,SQ *PERRYS MARINE S,1,1
0000,EFT:11925714,1,1
0000,EFT:12712575,1,1
0000,EFT:12800168,1,1
3009,AIR CANADA  0144204890472,1,2
3260,SPIRIT AIRL 4870234892759,1,1
3260,SPIRIT AIRL 4870236204929,1,1
3504,HILTON HOTELS,8,223
3510,DAYS INN FT. WALTON BCH,1,2
3619,ALOFT EL SEGUNDO LAX3619,1,1
4121,LYFT   *RIDE THU 11AM,20,1604
4722,HOTELSCOM9195736363443,1,1
4829,CASH APP*ALEXYSS WI,1,3
4829,CASH APP*CASEY HAWK,1,1
4829,CASH APP*SHAMIRA KI,1,1
4829,CASH APP*SHANTEL DE,1,1
4829,CASH APP*TASHA OWEN,1,1
4829,CASH APP*TIFFANY*AD,34,130
4829,WU *0409013144,1,1
4899,COX PHOENIX COMM SERV,4,492
5169,PAYPAL *SMALLAUTOPA EBAY,1,6
5192,HAPPYPUMPUM,1,29
5310,DOLLAR GENERAL # 16782 MC,1,1
5310,DOLLAR GENERAL # 2 MANZER,1,15
5310,WAL Wal-Mart Store 142507,1,2
5331,PAYPAL *WENSHENGYUN,1,1
5399,OFFERUP* ID#7680665,1,1
5399,PAYPAL *PSYSHO,1,27
5399,SP * EFINDY,4,6
5399,tonyasbraidingstudio.c,1,1
5411,CANNATA'S SUPERMARKET IN1,1,25
5411,FOOD LION #0259,3,182
5411,FOODMAXX #415 FAIRF,1,1
5411,NNT SEVEN TEL PARTY261552,1,1
5411,SAFEWAY 4202,1,21
5411,TARGET T-1515 4255 Hampto,2,86
5411,WAL Wal-Mart Super 210976,1,5
5411,WAL Wal-Mart Super 422324,1,3
5411,WAL Wal-Mart Super 642136,1,1
5411,WAL Wal-Mart Super 920370,1,4
5411,WAL-MART #3824,1,20
5411,WAL-MART #57721936 N LECA,3,57
5499,2020 CONVENIENCE STORE IN,1,21
5499,KRAUSZERS,1,83
5499,NEIGHBORHOOD MINI MART,1,51
5499,NNT PLANK MKT AND D130465,1,1
5499,NNT SMYRNA FOOD MAR971384,1,1
5499,SQ *LA MALA TAQUITOS,1,3
5499,SQ *SMOKE AND VAPE 1 LLC,1,6
5499,USA FOOD MARKET,1,47
5521,AUTOMAX SALES AND LEASING,1,5
5533,ADVANCE AUTO PARTS #64533,3,8
5533,AUTOZONE  4976 2839 SW 59,1,14
5533,AUTOZONE  5920 4900 HUNTI,1,5
5541,7-ELEVEN1501 NORTH I-35E,1,51
5541,7-ELEVEN20871 LASSEN ST.,7,15
5541,ARCO #42283 AMPM,1,57
5541,ARCO #42785 AMPM,1,10
5541,ARCO#82914YOSEMITE ARCO,2,20
5541,BP#9306796FIVESTAR #8710,2,43
5541,CHEVRON 0359347,2,9
5541,CHEVRON/AMERISTAR #24,1,8
5541,CORNER STORE 2266,1,10
5541,DOGWOOD EXPRESS MARKET,3,35
5541,E. 38TH ST. CITGO,1,7
5541,KUM & GO #5672904 E SUNSH,1,54
5541,LOVES TRAVEL S00004481,1,19
5541,MURPHY7280ATWALMART,1,15
5541,NNT PYRAMID PETRO  281811,1,1
5541,NNT SOUTH 2ND HOP I632479,1,1
5541,QT 1134,1,49
5541,RACETRAC 248  00002485,1,13
5541,RELIANCE,1,25
5541,SHELL SERVICE STATION2811,1,18
5542,ARCO#82352DG&G INC,1,14
5542,BIGCAT EXPRESS,1,3
5542,PHILLIPS 66 - THUNDER RIV,1,1
5542,ROSEVILLE GAS IN,1,3
5542,SHELL OIL 57525762001,1,1
5661,CHAMPS 14450,1,14
5699,CITY GEAR CITY GEAR #7,1,11
5699,JOURNEYS #11193929 MCCAIN,1,4
5712,SQ *LUPITAS FURNITU,1,1
5719,SP * TRIPPY TAPESTRY,3,204
5732,BESTBUYCOM805694036233,2,2
5732,BESTBUYCOM805843853314,1,1
5734,GOOGLE *ESG Mobile,23,290
5734,GOOGLE *Live Up,2,15
5734,GOOGLE *WW Google Play,6,65
5812,42ND STREET BAR & GRILL,1,6
5812,CORTINAS FAMILY RESTAURAN,2,3
5812,HACIENDA SAN ANTONIO,1,5
5812,LA ISLA REST,1,9
5812,PIZZA HUT 036576,1,18
5812,SPOLETO FLORIDA MALL,1,2
5814,5812 Dominos Pizza,2,6
5814,BOJANGLES 681,1,5
5814,BURGER KING #22135 Q07,1,2
5814,BURGER KING #24265,1,19
5814,CHECKERS 6323,1,18
5814,CHICK-FIL-A #03541,1,21
5814,CHICK-FIL-A #03822,1,52
5814,CMSVEND*BETTOLI VENDING,1,53
5814,COCA COLA NEW ORLEANS,1,179
5814,GRANDY S SHERMAN,1,5
5814,GYROS 47,1,8
5814,HAPPY'S PIZZA #066,1,12
5814,JIMMY JOHNS # 96,1,3
5814,KFC L775090,3,27
5814,LITTLE CAESARS 1466 0002,1,31
5814,MCDONALD'S F24346,1,37
5814,MCDONALD'S F25848,1,56
5814,MCDONALD'S F38983,2,27
5814,MCDONALD'S F7782,1,100
5814,MCDONALD'S M4389 OF MI,1,37
5814,MCDONALDS  F23844,2,35
5814,WENDY'S #0003,1,172
5816,GOOGLE* IMVU Mobile,5,95
5816,GOOGLE* Pool Games,1,18
5816,GOOGLE* Slots Limited,11,48
5816,GOOGLE*BIGO,31,1512
5816,GOOGLE*INTELIUS INC,1,20
5818,Prime Video*3M5JT70A3,1,1
5818,Prime Video*PU9DB7DS3,1,1
5818,Prime Video*RJ79X1QQ3,1,1
5818,Prime Video*WE9XX3TW3,1,1
5912,SEYMOUR ADVALUE PHARMA,1,1
5912,WALGREENS 2510 STATE S,1,4
5912,WALGREENS 635 S 6TH ST,1,1
5912,WALGREENS STORE 20901 DEV,1,18
5921,PALMETTO LIQUOR,1,1
5921,QUEEN CITY WINE AND SPIR,1,55
5921,VA ABC STORE 423,1,44
5932,PAYPAL *HORACEDUTEV,1,1
5941,HIBBETT SPORTS #325,1,5
5942,AMAZON.COM*KM4YY9ZZ3 AMZN,1,1
5942,AMZN MKTP US*8A0UR6M83 AM,1,1
5942,AMZN MKTP US*HH6CX3JM3 AM,1,1
5942,AMZN MKTP US*Z68DJ0553 AM,1,1
5942,AMZN Mktp US*393K893Y3,1,1
5942,AMZN Mktp US*G97YR28L3,1,1
5942,AMZN Mktp US*T53CV9KU3,1,1
5944,RAPCRUSHER,1,34
5947,TABLE MOUNTAIN GIFT SHOP,1,8
5964,PERFECTNATURALLEANDIET,1,2
5967,FFNHELP.COM*AFF,1,39
5967,HOPLITR.COM,2,36
5967,MEMTPA.COM,3,37
5967,PSM*PSMHELP.COM,1,13
5967,tekgw.com,2,13
5968,Audible*LH3J39HF3,1,1
5968,HAWKEYE CREDIT SCORES,1,1
5968,MEMEYESERUM.COM,1,3
5968,RAPIDKETONOW.COM,1,2
5970,MICHAELS STORES 7773,1,1
5977,VALIDATION TECHNOLOGIE,1,2
5992,EXPRESSIONS FLORIST,1,1
5993,ENDICOTT MART.,1,10
5993,WEST COAST VAPE SUPPLY,1,85
5999,CIRCLE ONE TOBACCO AND MA,1,1
5999,NNT ZARZAMORA LIQUO780634,1,1
